Perimeter,Compactness,ShapeFactor3,ShapeFactor1,MinorAxisLength,MajorAxisLength,ConvexArea,Eccentricity,roundness,EquivDiameter,AspectRation,Area,Class
-0.7580160057888733,0.854201614301171,0.8414999837895819,0.426487089944046,-0.4553081339349924,-0.8350100930635632,-0.6031899119868086,-0.7499179668196754,0.8362839150837585,-0.6958293207911261,-0.875596070557973,-0.6076839380709677,7.0
-1.0109830508399806,0.6439507649563447,0.6197218808587338,1.0983962575919595,-0.8597949938397318,-1.035611178300652,-0.7995881501360692,-0.48086366416978255,0.6610423145707784,-0.9950394054703854,-0.6884444940747292,-0.8009541631038278,7.0
-0.9005658465802939,0.9564421551737811,0.9505730791427662,0.6021341025563994,-0.5810320096650367,-0.9559347394820952,-0.6919526829443469,-0.8461993629134833,1.1429361103893387,-0.8199335991097367,-0.9367628927360023,-0.6898789250009555,7.0
0.893871005416334,-0.31217406277844095,-0.34599144436051155,-1.2024001096668955,0.9639691515575574,0.9481138105965685,0.812364136671784,0.4391389954902809,0.19062223336918976,1.020774844139069,0.21197997006843194,0.8246455595379303,4.0
-0.8643908079366638,0.11392822091339731,0.07570987562820175,1.0910352432052575,-0.859752098109114,-0.8085324763960399,-0.7171049633571713,0.07215552841692047,0.4480356249796343,-0.8576357652704739,-0.20786104850966186,-0.7142789462782851,7.0
-1.107582845790362,0.29136259606545345,0.2554246363291759,1.6792923235777615,-1.1204405392944383,-1.110658729650973,-0.8991789608394793,-0.15191777833658263,0.014560660518250359,-1.1696364239405703,-0.42080317990029803,-0.9059983225011455,7.0
-0.4346379218619038,1.5903843266545217,1.6448052519209302,-0.5463465954151322,0.274997366514517,-0.6385488639879247,-0.29491324436296046,-1.7591752577683457,1.543786284932882,-0.24804904421391735,-1.4017008441664678,-0.2871751840043487,1.0
-0.5161996053553676,0.6046792241017293,0.5786735841176923,0.05833783315152472,-0.2167704966460136,-0.5382533190220621,-0.40760632259585805,-0.4273633947930682,1.057900036961677,-0.40024428942753637,-0.6480711757312676,-0.4003182205205541,7.0
-0.7273200417847132,2.001321147227829,2.1113149816018906,-0.2751644107974604,0.03549398979423322,-0.9502723022652383,-0.5153096771841063,-2.496715613203216,1.7913037159425407,-0.5514892011471756,-1.6685429887878958,-0.5084640775378714,1.0
1.0720794339427802,-0.03809679438904147,-0.07634528999695786,-1.2677348825603458,1.0428845900364878,0.8157746649774905,0.7854128402510248,0.2056656816528069,-1.03134048043665,0.9826724571407037,-0.066545936004273,0.7868737751877137,2.0
-1.1626599876889243,0.5815862782960356,0.5545911676280195,1.4145141859675268,-1.0264496562843508,-1.130018836514524,-0.8805438704931356,-0.397247103869647,1.0300500983609298,-1.1246805252137932,-0.6248402918960843,-0.8794960395035939,7.0
-0.9707468300514139,0.11904921990896908,0.08086279833684662,1.2784454976939004,-0.9603311412655428,-0.8882381976487831,-0.7737909394562493,0.07387378025377529,0.6703806765058562,-0.9496756256722743,-0.20611569931895188,-0.772728714761832,7.0
-0.6146820986180259,0.5914563829152385,0.5648791697375952,0.32234720104891795,-0.402349365960367,-0.6699481291521767,-0.5213516554749061,-0.4118347515105523,0.6149687818837818,-0.5639006463166054,-0.6361389770269521,-0.5171488308738701,6.0
-0.8763865540410729,0.6879714925773235,0.6658750427375912,0.7252943839080489,-0.6567669592047485,-0.8997233627788929,-0.6903573291259896,-0.5191659150615151,0.9149028231903847,-0.8182391901248612,-0.7166671276989065,-0.6887760991805112,7.0
-0.9145241061374011,0.25800537047425237,0.2214541242891114,1.0368929051149351,-0.83558705454116,-0.8494817440514799,-0.7237579282167038,-0.05767151051120258,0.8457421549346725,-0.8682537067524898,-0.3346448829975771,-0.7211026810422841,7.0
-0.9984285987526262,0.3545735474834417,0.320032208863598,1.266389306619877,-0.9517562192116518,-0.9836500551738396,-0.8060035091077613,-0.16021449810191388,0.4579649746214578,-1.0032476963994168,-0.4281670734316444,-0.8060202692164937,7.0
0.6396550881680554,-0.035550064812974284,-0.07381266309500044,-0.9897536133807171,0.7207481089581309,0.5520979772022981,0.491154920009763,0.20570857045872953,-0.1987869098411329,0.6784248159494898,-0.06649860224244036,0.49500402914575714,2.0
-0.07843234018071459,0.548566492872525,0.5202277285538955,-0.4232253739565135,0.16208158570879683,-0.2234489266472115,-0.12366728662652425,-0.35724825236821217,0.1823716282501674,-0.03542231568057362,-0.5934062908320551,-0.12185470085837331,1.0
-0.7903223576262284,-0.20696416852141752,-0.2431648823811082,1.2371538644108488,-0.9385617890333258,-0.7228754471528673,-0.705224668965149,0.36101258334011965,-0.12626303926656693,-0.8441158679491652,0.11387689762251463,-0.7055597296353976,7.0
-0.7815661672212485,0.4898838739313756,0.45936387214426094,0.6033032361728111,-0.5880744805088051,-0.7597728020919431,-0.6138821769396287,-0.29162595184435147,1.0263714729473008,-0.7000763980152861,-0.5403486820690608,-0.6105443925427451,7.0
-0.7997593242289144,-0.1693476959831428,-0.2061941961777069,1.0827012823921414,-0.8526058111625704,-0.6734391838870527,-0.666155472264527,0.32085568550031257,0.5308699037182242,-0.7772946403286689,0.0654471146537023,-0.6619636464209596,7.0
0.07478455937752304,-0.49028985837011896,-0.5181341283680682,-0.1520316489159013,-0.05413940527881362,0.1896394557823309,-0.01508139588344012,0.5816387513023011,-0.03231906543591783,0.09865593063030684,0.4054532767408372,-0.013260820851500578,6.0
-0.9316561912782974,0.3950573769912807,0.36157174279043075,1.0197047767315144,-0.8143443560885114,-0.9014376977587796,-0.7368262520479284,-0.21752434933644402,0.7763129964435775,-0.8948892904979403,-0.47810188072418913,-0.7381275546453927,7.0
-0.7349024801246825,-0.2695668415589273,-0.30445184974215656,1.0458749050624327,-0.8359959121848387,-0.6080576661604277,-0.6324833235877093,0.40919926711306753,0.3251143493055453,-0.730515354155131,0.17375944824762513,-0.6309466702209642,7.0
-0.2201840295679276,-0.16365368323867066,-0.20058846413247758,0.07291161187637875,-0.21266231406522343,-0.1508997818934191,-0.23286416393834097,0.30228747770854214,0.272688463341441,-0.17671505244954894,0.04348982668262061,-0.2326542325061346,6.0
0.6695059506854074,-0.9119907330474123,-0.9159783086846025,-0.5335553681722489,0.3182911220450858,0.7732279986213859,0.4246252714144379,0.84100011850087,-0.9418128164190044,0.5801218058821871,0.8158488415202931,0.40439999533488175,4.0
-1.2118730642706932,0.33972739724613926,0.30483046933685304,1.824780660145804,-1.208206888831439,-1.1795155277032832,-0.9449350660978968,-0.1545733791779966,0.42495040503783266,-1.240264888102673,-0.4231639776765676,-0.9468718044713617,7.0
-0.7192915776600404,1.8674196209028684,1.9578805808898982,-0.13466331238963195,-0.07260901879961656,-0.9698354281434658,-0.551052391454962,-2.248970298096749,1.1951388594254417,-0.6109653263904827,-1.5872295250220534,-0.5498200458045318,1.0
0.4162290350891376,-1.0091958318216783,-1.0057469782592185,-0.23022777931472296,0.04463813832802034,0.5981316216156541,0.2075213773247955,0.916061853330797,-0.7185458610385016,0.3533407996958599,0.9517021286343884,0.20227270043157847,4.0
-0.5189321001627125,-0.4229279044103125,-0.4533176960730783,0.6756616880131489,-0.6215262097260922,-0.34791420920509913,-0.46218778940263494,0.5268372420851951,0.43355215801320457,-0.48138872310230413,0.32868646209884494,-0.4588713789247676,6.0
-0.6090950387885752,1.38690446508655,1.4186096355788294,-0.125884601430865,-0.08204871985953262,-0.7855136750602764,-0.47125075683883483,-1.430418703153777,1.1447782041159282,-0.4934747410576126,-1.2549989813858533,-0.46748720564698854,1.0
-0.3172298503030126,-0.0009358409229002403,-0.0393408997678789,0.10308449151815566,-0.2433877461476261,-0.25833106622428487,-0.29372521492375825,0.17057055552148748,0.5208545525102061,-0.24909540287209447,-0.10484681391354647,-0.287967840062793,6.0
0.5309046118406834,-0.012023962872246653,-0.05039340264478967,-0.9705086265392658,0.7160530992331617,0.519554824670447,0.4604019293835566,0.1667130775352317,0.32848558381444276,0.6497235979485255,-0.10900488908834537,0.46836389292065,4.0
0.8302630335092739,-0.4026863791415092,-0.4337729723251168,-0.8203748258750332,0.5403445886804591,0.6527974638214449,0.4779508213854867,0.5161861445844101,-1.465857999640415,0.6505427512164234,0.31411892005014186,0.4691220856722054,2.0
0.3235167069780716,0.554578082043751,0.5264777112292254,-0.8988781090690556,0.6176937183369771,0.1129376233571897,0.2224226608622178,-0.36811874679370926,0.012775800346656364,0.37369495436872086,-0.6020156407691948,0.2200213034793536,2.0
0.08448914145103159,-0.4786466714443165,-0.5069558423100907,-0.12086096655214507,-0.07526422459473447,0.1608606501522003,-0.03673747537518369,0.5691311018937859,-0.2871512842095733,0.07057543317510169,0.3876592392975043,-0.03628230985327493,6.0
-0.29813055670115846,0.2206517192467905,0.18351514529996418,-0.05551909185996085,-0.1295935427926519,-0.2818487616831053,-0.2632437738836552,-0.031481461174803466,0.6736817385762157,-0.20771999470648464,-0.30985189565161114,-0.25646837756635327,6.0
-0.20740421708409112,0.31429844954087904,0.27883176859007486,-0.20358094274385588,-0.014820346791412059,-0.24059845301718116,-0.19973511443373013,-0.12244602779069007,0.5133190643612126,-0.12964539373421796,-0.3943616110893878,-0.1961575905108067,6.0
-1.5174805419334008,0.9526516373357036,0.9465149202381935,2.1519125906313334,-1.3494143017826459,-1.4966376467277955,-1.086106907173385,-0.837238911662796,1.3219845993004693,-1.4946914378211376,-0.9311887573109471,-1.0863792707575632,7.0
-0.7604621050923559,-0.046328107924057345,-0.0845275592609127,0.8895678658495839,-0.7501762553398084,-0.6449665558577627,-0.6224359889018848,0.21883590868540095,0.7331154919044394,-0.7105363484532475,-0.051949901078339314,-0.6175749071480773,7.0
-1.0938358616049566,0.35598390554688175,0.3214772234459245,1.5275277723794751,-1.07728649212111,-1.0822925736076077,-0.8741624552197066,-0.16459280294303194,0.33623264791497415,-1.1205619040855153,-0.43203914739050886,-0.8770491447144831,7.0
-0.5964654665690597,0.8521232568060741,0.8392910652398948,0.17153606633053023,-0.2943811933502133,-0.7104023296261087,-0.5027165651285626,-0.7229538180783145,0.6283798338532145,-0.5422075178431464,-0.8579494331788435,-0.5019505125358723,7.0
-0.6817362065879577,1.5238941215278687,1.570542497670233,-0.1501283668554709,-0.06626773455255247,-0.8287921677770731,-0.48920697321992,-1.6349823710545486,1.6710880784434228,-0.51333064534053,-1.3486128576253247,-0.481582698164542,1.0
1.2566355136368033,-0.3061977869244312,-0.34017332233113645,-1.2380182934871609,0.9968301862402457,0.9800615407361283,0.8710527909683743,0.44334980539314345,-1.5986877547052096,1.0595005260798158,0.21741963162479935,0.8633133898672579,2.0
-0.04217279138840405,-1.813596018421473,-1.720753363654846,1.1185360710737626,-0.8521399095102165,0.27745939641290995,-0.3092035413316502,1.3902816822772577,-1.710463744955624,-0.2795582364130057,2.0731986633687396,-0.3109548657576785,5.0
2.0833325680651438,-0.5913292920580534,-0.6147018871708237,-1.7008762504574528,1.6243570966384449,1.7545175763040808,1.6438150256220327,0.6579342142024829,-2.0323439475549137,1.7971339407897993,0.5176785508954125,1.653384700294918,2.0
1.6538660774942466,-1.1277075840581738,-1.1142103969198085,-1.0981190725219496,0.8477854886595275,1.4982313938648368,1.0891749960059043,1.0175854371405417,-2.500305842528346,1.261518283533653,1.150223634628436,1.0695762815972272,2.0
-0.6765763925101704,1.2402892844505589,1.2575983230821017,-0.011115095282194544,-0.16925041917908218,-0.7837454779885346,-0.5005102247414727,-1.21734418713709,1.4768079022184601,-0.5300630459409815,-1.1484220159448086,-0.49340361242742914,1.0
0.8210655123278496,-0.802199422737896,-0.8137134467489963,-0.7365664990274978,0.47432410213839377,0.8689894854794538,0.5434961027311871,0.7961686347236039,-0.9928514524224067,0.7288167173426513,0.7387078212364591,0.5421498329697502,4.0
-1.3166280885687687,0.2197959879890503,0.18264724640823346,2.1681996783005113,-1.3586518576654136,-1.244902137466411,-1.0048796372302151,-0.019689390810681433,0.5257908037966851,-1.3450064266912267,-0.2985632362437273,-1.005769595944464,7.0
0.17796206090022418,-0.039400514673332464,-0.07764158000258861,-0.502262179780349,0.26406585100633145,0.16112686763604672,0.09618604702241476,0.18036833995216156,0.06292461084471414,0.22440950048444647,-0.09423981429823447,0.0916454853182616,6.0
-0.41174506158593516,-0.26878256459149197,-0.3036859328392884,0.4485514908824779,-0.48029678809309995,-0.3098737395560466,-0.3976947627030851,0.40311637171718445,0.22590744258458278,-0.39127459304752427,0.16609055012428398,-0.3937701922116662,6.0
0.004528455774241944,-0.2801635793483436,-0.31479609266288927,-0.13591056579210573,-0.0669803887245579,0.04967715515490014,-0.08527696389116066,0.4152818577154073,-0.09556071538698296,0.013652471312795386,0.18146024750653833,-0.08249760439126805,6.0
-1.0591538355880201,1.0494150762165606,1.050456304569963,0.9022374747891656,-0.7590475060898316,-1.1155779323756208,-0.8035935065310938,-0.9616151752356207,1.1466739690036012,-0.9970477121839101,-1.0064928522804018,-0.8021948421518277,7.0
-0.2687491950098108,-0.4237769981925302,-0.4541368900177382,0.3709980732689871,-0.41693777727435327,-0.1804463078758411,-0.32162693489587924,0.5124316323888182,-0.19377042067294376,-0.2935651915393352,0.30901050545630143,-0.32146617435878805,6.0
-0.7697347464059401,-0.24065975930745595,-0.27618971934293535,1.1146957734089196,-0.8693045748758261,-0.6532507493603811,-0.6576356040005338,0.3805371461910524,0.27915227585821095,-0.7738953427100062,0.13790299434368905,-0.6597235314731822,7.0
1.4004248366088747,-0.45334492308664043,-0.48262846471902,-1.5479141584478224,1.4187378476115244,1.4418382737846256,1.3234883451148478,0.54178038785397,-0.09032784439622552,1.5146862561735592,0.34931477305451486,1.338838098320076,4.0
-0.6467396150175987,0.151772379959277,0.11383751421606869,0.5748054933071686,-0.560227100256432,-0.5899783219657513,-0.5388326600803105,0.03077621252446029,0.6827559120345966,-0.590984282270123,-0.24934677119048956,-0.5360002597420894,7.0
-0.41369818502211264,0.16401777578916177,0.12619819252183082,0.28624520718996926,-0.35876924856407777,-0.44720174785021566,-0.4180949253591006,-0.0022898812093229567,0.026127249433068038,-0.4196705961658197,-0.2817616519431675,-0.4144481763449964,6.0
-0.005899157571313188,-0.28977034334324553,-0.32416649963879046,-0.06769601351244407,-0.12194751677085756,0.010420401643205526,-0.12363334292826134,0.4256562244486405,-0.3426880642634506,-0.034169122204736106,0.19466968188362346,-0.12085526495859568,6.0
1.3319857012022305,-0.513764532046939,-0.5406398195556184,-1.1617263328736107,0.916074904067622,1.0589471814785865,0.8742774423033518,0.597661475806137,-1.9640505037677076,1.0597068623527237,0.4284906657473543,0.8635201697085912,2.0
-0.3739971951751905,-0.3334187881071693,-0.3666517288743676,0.44260728534299887,-0.4775428090569594,-0.27136050661920075,-0.3764460075904966,0.45721487462361277,0.09554736750942815,-0.3675804131329805,0.23544485379057428,-0.37640068553966877,6.0
0.808614350422217,-0.1153197000678157,-0.15290355948516893,-0.8854983202561786,0.6230208624475908,0.5138204564290723,0.43297542118711646,0.26169301607897466,-1.597899407015079,0.6037078237051619,-0.0035856306032689056,0.42597402544732293,2.0
-0.4233886820708414,0.6835357115012588,0.6612176359670976,-0.09283726875192681,-0.1073851161250285,-0.4916152570278225,-0.3461682287399711,-0.5087811744622794,0.8700245408753171,-0.3206152769623731,-0.709070257976788,-0.34166167219567395,6.0
-0.08791156185774107,0.2235706667657284,0.18647597112599915,-0.3399922928063469,0.11403786716840643,-0.10393277058915928,-0.0976664137571268,-0.05603443172657209,0.5266576081715707,0.0032998185952957553,-0.3331062838762524,-0.09083772465837793,6.0
-0.5353223739985219,0.5784464764875751,0.5513199956999901,0.13665735730333267,-0.27522935555939354,-0.5681024207779845,-0.43632269132628915,-0.3951100221605419,0.8768268984397932,-0.4439716088368037,-0.6231776914805663,-0.4320244628583272,7.0
-0.8869550176344297,0.3588643102678464,0.32442889496726646,1.0126606801132705,-0.8145536236349059,-0.8830292870070988,-0.7304448367744992,-0.1728051493239202,0.4497330048554848,-0.8821387038798998,-0.43927611884369727,-0.7299942142196162,7.0
1.206004544560501,0.9333971809515877,0.925917947097903,-1.7801296611426425,1.747278419895728,0.7002077812813059,1.0408731133777678,-0.8247371730719505,-0.454499812882928,1.2353083038702621,-0.9233717766592766,1.042384732461898,2.0
-0.5327213394224584,1.6568743208100722,1.7194073931672968,-0.28759433402980494,0.04484305169529461,-0.8105159858287024,-0.43934368047168915,-1.855115317748625,0.7673217326623386,-0.4546935351838793,-1.4409212084291183,-0.4397442436014371,1.0
-0.9302570788168045,0.38431617268078644,0.3505381655533886,1.066234874304957,-0.8389592664441371,-0.9160914661415831,-0.7497248573878383,-0.20726011104217384,0.5791906684203959,-0.9151396491742319,-0.4692762627804881,-0.7509823681149463,7.0
-1.052294428520098,0.5856436096673692,0.5588193841795638,1.1952594659603395,-0.9167322611932318,-1.0499578416589732,-0.8183590152754645,-0.4024394360700722,0.7928975196486425,-1.0265881460506456,-0.6288719568408192,-0.8203570048822694,7.0
-1.0975120530725704,0.36687666825328047,0.332642845206139,1.3968555634180477,-1.0136895582773104,-1.0385368458030586,-0.8446993251274911,-0.1779386128282974,0.8977535597280482,-1.0657302285629866,-0.4437828438162175,-0.8441711499424881,7.0
-0.498443084115886,0.06936747217858179,0.03095637153360906,0.38573341791501536,-0.4351799707410661,-0.45274002520118284,-0.44104086538483517,0.10168868397657121,0.47217116299394507,-0.45407046314034577,-0.1776048911555846,-0.4392962206118816,6.0
0.2576128760318503,0.8277339584762097,0.8133943768277409,-0.8920967790039304,0.6177792428495705,-0.043361466308516824,0.13433876386993793,-0.6929237293006043,-0.16315883701560543,0.2749678086293288,-0.8380204245258427,0.13465569231558852,2.0
-0.5504637756371601,0.21699979319595283,0.17981173846158982,0.35861253627872397,-0.43021452185176395,-0.5119178150785769,-0.4616446902304282,-0.018390502234778144,0.7180435241855039,-0.4804234928188758,-0.29731497279799046,-0.45818211278698995,7.0
-0.1356316258128163,-0.13888684400267956,-0.1761766444026426,-0.07735534751409674,-0.09230685180862983,-0.07119662483221009,-0.1548276016318857,0.271396085915656,0.3260219531729513,-0.07720456869310084,0.007552659209009614,-0.15500840208547947,4.0
-1.102526321894296,-0.35364333831631684,-0.3862876922116513,1.8994321052520418,-1.2438441086394527,-0.9173717082338503,-0.8684938576097988,0.4771165977150522,0.5891384181628417,-1.1034484978893828,0.261627691514557,-0.8668480058753736,7.0
0.9154304833464512,-0.6571761651437575,-0.6772125372456894,-0.8673310313724526,0.5912482558950329,0.8797465292535569,0.6163392792034155,0.7057572030783072,-1.1339553210452846,0.8005455055054977,0.5914318314481565,0.61007701084774,2.0
-0.3017316280366116,1.2539526333036541,1.2725334953253211,-0.4886826528781082,0.22144616547421767,-0.5250252247176732,-0.25502939890402837,-1.238452359276542,0.7837456960852597,-0.1970594829474583,-1.159426567162248,-0.24830057383368784,4.0
-0.5976298286175507,-0.0015205392252925515,-0.039923953112457666,0.6306611403418154,-0.5998465589675815,-0.5429015967964665,-0.5288871564892746,0.1805736075189831,0.33537322038408446,-0.5796218007828164,-0.09401688414187857,-0.5281081624645351,7.0
-0.8261969157412155,-0.3649960180309528,-0.39729621396501824,1.2561307583501322,-0.9406404306257748,-0.6549348873796081,-0.6866914097135941,0.47944203094925075,0.4969856899268322,-0.810201980017295,0.26471119442579183,-0.6835376765334008,7.0
-0.8066985464372575,1.317806949219687,1.3425217152773012,0.21699556774498072,-0.3307507833942634,-0.926357626106558,-0.6099107642428669,-1.336563071797769,1.346350718301755,-0.6918937336477493,-1.209262274976599,-0.6050302634405237,7.0
-0.9033640715032795,-0.10000347375215841,-0.13775556230188996,1.3089246424060363,-0.9677567080873473,-0.8027938462268064,-0.7475864043972743,0.2588712047863861,0.3861339728587259,-0.9072531646291728,-0.0068115979006585226,-0.7459851886160582,7.0
0.6438336455194935,-1.8730150238892913,-1.7715977071366529,0.06225536287758791,-0.20403020892017174,1.0497116764342045,0.29407780789524396,1.4272677584449136,-1.4301696853895631,0.4662819531735366,2.186823293651648,0.301733804112897,5.0
0.6281992680135506,-0.2614474238521322,-0.2965200847386852,-0.9019372088732734,0.6584734749312927,0.6268230336890526,0.49366675368121915,0.3674350296301984,-0.13799872426591697,0.6765733398447937,0.12174492090355599,0.493280863801313,4.0
-0.5447499505846881,0.8588968736074637,0.8464914265864819,0.040163442469065655,-0.20744705732810814,-0.6454883963880056,-0.4452498839694374,-0.7158735837769997,0.8316978370364267,-0.4600177260027425,-0.8532771537839294,-0.4435696706661032,1.0
-0.0534032511464262,-0.5331659379197495,-0.5592084415418971,0.034309784863432564,-0.18811132557153526,0.09087227801052249,-0.12095179076549058,0.6052689158557835,0.057116547667380876,-0.026398897275059997,0.4395253631926142,-0.1146518697185966,6.0
1.0046732003533443,-0.5581125894511287,-0.5830417699066185,-0.9778581005030268,0.7038718042081621,0.9099451301983383,0.6821221664369563,0.6363303715610856,-1.2270178208317857,0.875091731709177,0.4852411650757454,0.6816917625628405,2.0
-0.6137196219247174,0.5119540967356875,0.48222340502516703,0.42378840642552507,-0.467384278114004,-0.6840755418233937,-0.5435168904405936,-0.32858027505594684,0.2894728166803865,-0.602830330047665,-0.5704588774083414,-0.5442025267816438,6.0
-0.3188120680866475,0.15514053364575237,0.11723621926407177,0.08200724060360383,-0.23601771137327737,-0.3286016600630877,-0.31755369110432874,0.03733539137575596,0.2806986740864894,-0.2829521572350199,-0.24283987792219175,-0.3135051504674559,6.0
-0.9154959728472298,0.3129692666671053,0.2774741700311314,1.082370161026218,-0.8557200744057678,-0.8922996284752863,-0.7453461203119215,-0.11961463727241346,0.5253846572834067,-0.9049179367687873,-0.3917977721112703,-0.7445032664198362,7.0
-1.2277844472639783,1.0498452787561297,1.0509200282654045,1.328196260992736,-0.9795482289317149,-1.2723172539810148,-0.9202240537624903,-0.9724279983682808,1.067317729376242,-1.1936336850343026,-1.01283488577729,-0.9199904250980323,7.0
-0.2865338862988531,1.4627677269097437,1.50257017699483,-0.6683643748956185,0.38700556680076187,-0.5085959829153174,-0.19084186548884483,-1.550325332676934,1.2722779121334373,-0.11565857947558743,-1.3108398250941005,-0.18523272222703055,1.0
-0.6932108067755022,1.8137826842729148,1.8968057000553822,-0.1275153519649179,-0.08085548634636323,-0.9531656834657354,-0.546334217396416,-2.1405122148419533,1.0205549238788123,-0.6022321410022923,-1.5491489083469325,-0.5437889670989772,1.0
-0.5220824507052014,1.4814870307439783,1.523355475930464,-0.3018005946702283,0.07117836305155026,-0.731125205216364,-0.40441561495914347,-1.6050400083902718,1.1286275872106517,-0.39807078744305446,-1.3354040407157812,-0.39873290840366543,1.0
-0.4941659315909867,-0.46582506484186637,-0.49463414819249363,0.6425504391456139,-0.6109673814421474,-0.3070649086729265,-0.44443523521112727,0.5718160391138706,0.47751485468205757,-0.4487066371628961,0.39146511017392827,-0.43543633024032663,7.0
-1.0099642340475514,0.16997693052659946,0.13221760810192687,1.326304519355246,-0.9680953492649623,-0.9293094244442281,-0.7964653298958805,-0.002674073472322817,0.7442524762781526,-0.9849605167781965,-0.28213452515505116,-0.7947163045569399,7.0
-1.2318737994584756,0.06418822892956783,0.02576462648086102,1.95481104404674,-1.25910155381994,-1.1146123073220835,-0.9366528037217441,0.10360963440608588,0.7680598203515915,-1.2278206870116355,-0.17561780748449513,-0.9397378999453627,7.0
-0.2775523354973911,0.15728799229190935,0.11940362481214326,-0.006661379751794097,-0.15112685409990917,-0.2776924264580916,-0.2646694092106979,0.007330077959029344,0.395603319984992,-0.2224745593764438,-0.27239726107084106,-0.2677378789190183,6.0
0.7652982042150613,-0.6202277244942318,-0.6421771519765471,-0.755197180278549,0.47967511459822665,0.7505267267394282,0.47988561218647324,0.6773720524044867,-0.9806507237840417,0.6729795127861172,0.5473265555304127,0.48993792303309125,4.0
1.0098987445467722,-0.8825794298557184,-0.8886740220139467,-1.0005279297834426,0.7781559529301288,1.1861243070421834,0.842404309634469,0.8277596692126915,-0.39247734183647176,1.0387920251941503,0.7927671451553557,0.8426009424270388,4.0
-0.9362244343153188,0.23683769828437862,0.199941589181161,1.165853580581721,-0.9048769844886047,-0.8937755721979752,-0.7584144441431461,-0.034923701498442,0.5394438801033438,-0.9261024372944674,-0.3131323747710087,-0.7579094927996121,7.0
1.1176257090734556,-0.7840670567454743,-0.7967350033524022,-0.9403535013943212,0.6694864972628376,1.0470402625334245,0.7454950510938297,0.7944566311544123,-1.5359581652712775,0.9305332329581788,0.7358181300122343,0.7356268378439436,2.0
1.085821723119925,0.7056565024565103,0.6844586555300085,-1.5150390443881585,1.362732042586314,0.5671383182702157,0.8044552549765234,-0.550916694024437,-1.1091421384119837,0.9818350227642009,-0.7396447239110181,0.7860466558223805,2.0
0.68842213896512,-1.924189408413951,-1.8151698406240955,0.014496654123345618,-0.1703486458946821,1.133768216346222,0.3557874513372342,1.4533678719146819,-1.3446808854678678,0.5274528208992333,2.270080423370894,0.35659938867999996,5.0
-1.0713514670476116,1.0352048578030002,1.0351469185122244,0.9402578420308512,-0.7839416895909201,-1.1250459944672901,-0.810823514261096,-0.9339299829370307,1.131674879126128,-1.0122612425979198,-0.9901087369724839,-0.811568861625604,7.0
-0.8026467543088408,1.2123619520092985,1.2271160259709613,0.3170217397240472,-0.40247561696544903,-0.9308668348886218,-0.6273917688482712,-1.1769607841516925,1.02077922026521,-0.7242212623861302,-1.1270803146770267,-0.6267421467805204,7.0
